,DT_reg,boardContent,vocCode,anpath,adcode,adcode_b
1244,2021.6.16 0:00,"발이 좀 시려서 추웠던것 외에는 다 좋았어요 
친절하게 잘 응대해주시고 꼼꼼하게 시술, 후처리 도와주셔서
무사히 두번째 람스시술 받고 갑니다. 감사합니다!",불만,고객만족도조사(설문),환경기타,시설
1245,2021.6.16 0:00,"재수술과 첫 수술의 상담 내용이 너무 다름. 첫 수술때 이번과 같은 내용의 상담을 해줬다면 큰 돈 지불하고 시간투자하여 수술 하지 않았을 것. 그리고 다른 모든 분들은 너무나 친절하셨지만 딱 한분, 의사선생님께선 재수술 요청을하니 말투가 전과 너무나 달라서 깜짝놀랐음. 약간 꼬아서 말씀하시는 듯. 의사선생님과의 상담, 수술, 수술 후 결과까지 전체적으로 매우 불만. ",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
1246,2021.6.16 0:00,가격이 너므 비싸열..ㅎㅜㅜㅜ,불만,고객만족도조사(설문),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1247,2021.6.16 0:00,지방센터라 어쩔순없지만.. 시술기구에 피....가 묻어있고 그래서 좀 찝찝하더라구요 ,불만,고객만족도조사(설문),"청결,비위생",시설
1248,2021.6.16 0:00,"불편? 어제 당일 바로 상담 후 팔수술하게 되었는데 정찰제라고 하시고 평일할인도 받았는데 3단계인데 추가비용이 왜 더 얼마나 들어가는지 잘 모르겠습니다.
지금 다리도 고민중인데 살을 빼고 가야되나..  싶고..정확한 기준을 잘 모르겠네요.
아. 그리고 엘리베이터층수가 많아서 안내데스크 직원분께서 몇층가시면 됩니다 말해주시고 그냥 가셨는데 분명 듣긴들었는데 까먹어서.. 당황했었어요ㅠ표시라도..
칭찬? 수술 전,후 담당 케어 직원분들께서 매우 친절하게 도와주셔서 겁먹지않고 수술을 편하게 진행하게 되었습니다. 오늘도 전화도 주시고 차 후 주변지인 추전이나 제가 다른 부위를 진행할시 이부분이 가장 높은 선택사항으로 사료됩니다.",불만,고객만족도조사(설문),"상담 불만(내용부족, 강요등)",직원
1264,2021.6.15 0:00,전 팔뚝 시술을 받았습니다. 시술 후 레이저 시술 시간이 20분으로 짧은 시간은 아닌데 엎드린 채로 고개가 불편했습니다. 안면부가 터진(?)베개라던가 그런 보조 기물이 있었으면 좋았을텐데 하는 생각이 들었습니다. ,불만,고객만족도조사(설문),시술 기타,시술
1265,2021.6.15 0:00,"대략적인대기시간이야기해주시면더좋겠어요
",불만,고객만족도조사(설문),직원 기타,직원
1274,2021.6.15 0:00,"안녕하세요!
의료진에 대한 만족도는 10000점 입니다!
다만 
오늘
엎드려서 40분 가량 시술을 받았었는데
얼굴 부분이라도 뚫려있는
수술대였으면 좋았겠다라는 생각이 들더라구요.
엎드려있는 시간동안 답답함을 느꼈어요ㅠㅠ!",불만,고객만족도조사(설문),시술 기타,시술
1275,2021.6.15 0:00,수술만족도가 떨어져서 의기소침하고 있습니다 그런데 6개월까지도 봐야한다는 말씀 듣고 조금 힘이나긴하네요 처음 수술했을때 여름엔 타이트한 의상을 입는다는 설렘이 있었는데  한두달 더 노력하고 지켜보겠습니다,불만,고객만족도조사(설문),"수술 후 효과 불만족(사이즈, 요요,체중등)",수술
1276,2021.6.15 0:00,기다리는거빼면  아직까진 괜찮아요,불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
1295,2021.6.14 0:00,메조는 보통 예약 없이 방문 시술을 하게 되는데 한번씩 불편한게 예약하신 분보다 일찍 와도 너무 기다려야 돼서 불편하네요 저 같은 경우는 일부러 잠자는 시간 포기하고 와서 비몽사몽으로 와서 받는겁니다 분명 저뿐만 아니라 상황은 아마 다 다르겠지만 생각보다 늦어지는 상황이 있을 수 있을거에요 메조는 왜 예약제가 없는지 궁금해요 ㅠㅠ 일찍 와도 이렇게 오래 기다려야 한다면 시술을 포기하는게 더 나을거 같아요 ㅠㅠ 전 잠을 더 자고 싶어요 ㅠㅠ,불만,고객만족도조사(설문),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1296,2021.6.14 0:00,"친절하고 꼼꼼하게 잘 시술해주셨어요.
베드에 엎드려있으니 목이 좀 아팠던거랑,
시술과정이 어떻게되는지 애니메이션 등으로 설명같은게 있음 좋을거같아요.
시술받으면서 지금 뭐하고있는중인지 궁금했거든요 ㅎ ",불만,고객만족도조사(설문),직원 기타,직원
1297,2021.6.14 0:00,람스수술후에도  최소한ㅡ한번이라도  원장님께서  상태를  봐 주셨으면 감사하겠습니다 ,불만,성공기(온),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1298,2021.6.14 0:00,"오늘받은 시술은 자세가 너무 힘들었어요
엎드려서 1시간이나...ㅠ
힘든만큼 효과도 있었음좋겠습니다",불만,고객만족도조사(설문),시술 기타,시술
1299,2021.6.14 0:00,체충 시간이 너무 짧아요ㅠㅠ,불만,성공기(온),시술 기타,시술
1300,2021.6.14 0:00,"일주일에 한번씩 진료 받으라 하면서
시술 예약 잡기 ㅈㄴ 힘들고, 시술도 다른 병원에 비해 비싼편인 거 아시죠? 
걍 여기서 ㅗ뽑았으니 여기서 받습니다^^",불만,성공기(온),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1301,2021.6.14 0:00,데스크에서 고객들 관리받는 항목같은거  작게 이야기해주세요 ,불만,고객만족도조사(설문),직원 기타,직원
1302,2021.6.14 0:00,상담 후 바로 시술을 하고 싶었으나 시간이 애매하다고 하여 바로 시술을 못한것이 아쉽고 상담자분들 연락 한번 하기가 어렵습니다.,불만,고객만족도조사(설문),직원 기타,직원
1303,2021.6.14 0:00,탈의실 의자없는거요^^^,불만,고객만족도조사(설문),"시설 부족,불편(가운, 슬리퍼, 기타 용품등)",시설
1304,2021.6.14 0:00,"회차가 늘어나면서  고통의 강도가ㅠㅠ
불편하고 아팠지만 궁금한점이나 의문점등 답변을  친절하게 응대해주셔서 감사합니다 ",불만,고객만족도조사(설문),"시술 후 멍, 통증 , 붓기 증상",시술
1305,2021.6.14 0:00,대표번호 CS 엉망진창 입니다.,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
1306,2021.6.13 0:00,"귀걸이나 반지, 목걸이 등 금속제품을 잠시 풀어놓게 되는데, 이런 물건들을 놓을 수 있는 트레이, 혹은 지퍼백이 놓여있으면 좋을 것 같아요.",불만,고객만족도조사(설문),"시설 부족,불편(가운, 슬리퍼, 기타 용품등)",시설
1307,2021.6.13 0:00,카복시...넘나 아파요,불만,고객만족도조사(설문),"시술 후 멍, 통증 , 붓기 증상",시술
1308,2021.6.13 0:00,제 차트에 몸무게 잘못체크되어있어요 62키로아닌데 ㅠㅠ 인바디는 56 인데 ㅠㅠㅠ 수정해주세요,불만,성공기(온),약처방,시스템
1309,2021.6.13 0:00,"수술후에 원장님 회진이 있었으면 좋겠습니다.
저의 경우 입술에 큰 수포가 잡혀있어 질문했는데 호흡이 안되서 입이랑 코로 뭘 넣었다는데 당시 정신이 없어서 제대로 답을 못들은게 조금 아쉽습니다. ",불만,고객만족도조사(설문),직원 기타,직원
1310,2021.6.13 0:00,"친절하시기는 합니다만 실제 업무처리가 제대로 되지않네요..
카톡으로 사전에 상담자와 예약하고 예약문자도 받고 확인했는데 데스크에서는 예약이 누락되어 명단에 없다고 하고 어수선했어요..
또 선불금도 결제했었는데  계산안되어있다고해서 이중수납처리될 뻔ㅇ사고",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
1311,2021.6.13 0:00,뺀 용량에 집착이 좀 있어서 적게 뺀 거 같아서 걱정이 마니 듭니다... ㅠ_ㅠ,불만,고객만족도조사(설문),수술 기타,수술
1316,2021.6.12 0:00,대기시간이 길어요,불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
1317,2021.6.12 0:00,원장님께서 조금 도 열성(?)을 가지고 설명 및 동기부여를 주시면 좋을 수 있지않을까 싶습니다,불만,모바일(대전),직원 기타,직원
1318,2021.6.12 0:00,카복시 저주파로 바꿨는데 지난주도 그렇지만 저주파기기 담당하시는 분들은 다들 오래일하신 분들같고 좀 말이 빠르시고 기계적이신거 같아요. 다른 환자 응대하다 와서 뭐 정신 없을 순 있겠지만 커튼 한장 두고 베드에 누워있는데 조무사분하고 대화 소리 다들려요. 제이름 석자만 불리는걸 듣는것도 썩 기분이 좋진 않네요 ,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
1319,2021.6.12 0:00,베드가 불편함… ㅋ / 모두들 섬세하시고 친절하세요. 늘 편하게 관리받고 갑니다!,불만,고객만족도조사(설문),"시설 부족,불편(가운, 슬리퍼, 기타 용품등)",시설
1320,2021.6.12 0:00,박도연 매니저님은 열심히 해주시는 것 같긴 한데 치료 외적인 말씀을 너무 많이하셔서 시술할때 집중해서 해주고 계신건지 좀 신경이 쓰였습니다... 제가 대답을 흐려도 계속 사담을 시도(?) 하셔서 조금 불편했어요ㅜ 시술에 좀만 더 집중해 주셨으면 좋겠습니다ㅜㅜ,불만,고객만족도조사(설문),직원 기타,직원
1321,2021.6.12 0:00,"압박복 박음질이 터진 채 입혀져 있어서 이 점은 조금 아쉬웠습니다 확인하고 교환 요청하기 전에 정상 제품을 수술 후 입혀주셨어야 하지 않을까 생각합니다 교환 요청해둔 상황입니다

원장 선생님 수술 함께 해주신 매니저님 모두 친절하게 진행해주셨습니다 감사합니다",불만,고객만족도조사(설문),직원 기타,직원
1322,2021.6.12 0:00,원장님께서 자세하게 약설명 해주셨으면 좋겠어요,불만,고객만족도조사(설문),직원 기타,직원
1323,2021.6.12 0:00,"너무너무 좋습니다 후관리 해주시는 매니저님도 좋고요~
다만 많이 줄어들지 않는 사이즈에 슬프네요 ㅠㅠ",불만,고객만족도조사(설문),"시술 후 결과 불만족,요요",시술
1324,2021.6.12 0:00,365mc 모든 분들은 ㅇㅇ을 맡게될 누구 입니다 이렇게 인사 주시는데 수술 원장님도요 수술실에서 마취 원장님은 나이가 많으셔서 그런지 저는 누워서도 안녕하세요 하는데 인사도 제대로 없으시고 누워있는 발 뒤에서 원장님 오시면 마취 합니다 목소리만 들려서  얼굴도 못뵈었네요 그래도 팔에 마취할때는 얼굴은 봤는데 말이죠 ㅎㅎ,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
1325,2021.6.12 0:00,디자인 할때 원장님께서 조금만 더 환자들과 소통해주셨음 좋겠어요! 그래도 열심히 지방 뽑아주셔서 감사합니다 다들 고생하셨어요 ㅜㅜ,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
1326,2021.6.12 0:00,체중이 이상하게 측정되어있어요 ㅎㅎㅎ...악몽같아요 ㅎㅎㅎㅎㅎ,불만,고객만족도조사(설문),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1327,2021.6.12 0:00,손원장님과  팔  체형상담시  너무  거리가  가까워서    ㅠㅠ 뷰끄 부끄 ㅠㅠ뭐  걍  넘어가두  되는거겠지만 ㅋㅋㅋㅋ    거리  두기   합시당 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,불만,고객만족도조사(설문),직원 기타,직원
1328,2021.6.12 0:00,진료 순서 안내가 조금 미흡하다. ,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
1329,2021.6.12 0:00,건강한 모습 기대되지만 3시간동안 같은 자세로 긴장한 상태로 있으니 시술후 근육통이 발생하여 힘드네요,불만,고객만족도조사(설문),시술 기타,시술
1330,2021.6.12 0:00,위생적이지않음 . ,불만,고객만족도조사(설문),"청결,비위생",시설
1331,2021.6.12 0:00,"람스 시술할때 접수처에서 바로 시술 가운 입고 오라고 말씀해주시면 
더 좋을 것 같아요~ 
시술은 불편한거 물어봐주셔서 너무 좋았습니다^^",불만,고객만족도조사(설문),직원 기타,직원
1338,2021.6.11 0:00,"방문때마다 반겨주셔서 기분이 안좋다가도 좋아져요 ㅎㅎ
감사합니다 늘! ㅎㅎ 시술은 좀 예약자가 많아서 그런지
덜 꼼꼼히 해주시는 거 같은 느낌이지만 그래도 친절하셨습니다",불만,고객만족도조사(설문),시술자 스킬부족,시술
1356,2021.6.11 0:00,"다들 너무 편안하시고 원장님께서도 잘 해주셨는데
수술 끝나고 나갈 때(저7시쯤) 1층에 계시는 접수처 선생님 중에
입구 들어가자마자 오른쪽에 계셨던 선생님..? 처음 뵙는데 다른 분들에 비해서는
살짝 친절하시다는 느낌은 못 받았습니다.. 
수술하고 아파서 기둥잡고 엄마 기다리는데 그냥 보기만 하시고..
엄마가 비와서 혹시 뒷문으로 갈 수 있냐고 부탁드렸는데
그냥 친절하게 거절해주시면 되는데 안될 것 같다고 하셨나..
근데 저희 어머니가 또 너무 부탁하셔서 해주기는 하셨습니다ㅠ 이 부분은 죄송해요ㅠ
근데 그냥 음... 다른 분들이랑은 살짝 다른 느낌이었습니다...ㅠㅠㅠㅠ",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
1357,2021.6.11 0:00,수술끝나고 선생님 얼굴 못 뵈었네요. 바쁘셨나 봐요.  ,불만,고객만족도조사(설문),직원 기타,직원
1358,2021.6.11 0:00,가운이 너무 헤졌다,불만,고객만족도조사(설문),"시설 부족,불편(가운, 슬리퍼, 기타 용품등)",시설
1359,2021.6.11 0:00,가운 소독을 입었던걸 하지말고 세탁 후에 했으면 좋겠습니다,불만,고객만족도조사(설문),"청결,비위생",시설
1360,2021.6.11 0:00,혈관링겔 맞을때 두려움이 생겨 버렸어요. 바늘 들어오는건 잘참는 편인데 주사바늘꽂고 혈관을 �O는건 너무고통스러웠어요~ㅠㅠ 수술 받는것 보다 링겔 맞는 두려움 때문에 고민이 될듯 싶어요~트라우마가 조금 생겨 버렸어요~ㅜ.ㅜ 제혈관이 찾기 힘드나봐요~암튼  모두들 수고 하셨습니다~,불만,고객만족도조사(설문),시술자 스킬부족,시술
1361,2021.6.11 0:00,약간 기다린 시간 빼고는 만족합니다. 가격도 부담은 없어보여요,불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
1362,2021.6.11 0:00,말하면 고쳐지나요? 약~,불만,고객만족도조사(설문),약처방,시스템
1363,2021.6.11 0:00,"예약잡가기 너무 힘드네요. 
마니마니 힘드네요
마니마니마니마이 힘드네요",불만,고객만족도조사(설문),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1364,2021.6.11 0:00,"후관리 다른분으로 해주세요!!!
오늘 받은 샘 다시는 받고 싶지 않아요!!!
",불만,고객만족도조사(설문),시술자 스킬부족,시술
1365,2021.6.11 0:00,대기실좀 크게만들어주세요,불만,고객만족도조사(설문),환경기타,시설
1366,2021.6.11 0:00,"다들 친절하시고 걱정이 많았는데 긴장 풀어주셔서 좋았어요!
3:30예약이었는데 1시간 넘게 대기하다 5시쯤 시술 받은건 좀… 원래도 2시 예약을 3:30으로 미룬거였거든요 ㅠ 이해는 하지만 너무 오래 있어서 피곤했습니다 ㅋㅋㅋ 나머진 다 좋았어요 ~~ ",불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
1367,2021.6.11 0:00,"예약 잡기너무힘들어요ㅜ다들퇴근시간이후
방문할것같은데ㅡ 6시이후 예약잡기 힘들어서 불편해요,
ㅠㅡㅠ 매주가야 효과도좋고 약도 탈수있는데
말이죠, 야간진료더 늘려주세용",불만,성공기(온),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1368,2021.6.11 0:00,"예약잡기가 너무 힘들어요 
고객 인원 관리좀 하셔야할듯 ..",불만,성공기(온),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1369,2021.6.11 0:00,"제가 수술했던 곳이기도하고, 몸매성형 전문병원에다 빼톡스라는 네이밍을 쓰길래 기대가 컸나봅니다. 고민하는 부위와 원하는 효과를 나눌 틈 없이 엎드린자세에서 주사만 콕 맞고 끝이네요. 최소한 몇 유닛을 맞았는지 정도는 말해주셨으면 했는데, 예전에 맞은 더 저렴한 곳에서도 서있는자세나 까치발들기라도 해서 다리라인을 살펴봤었는데, 최소한의 디자인하는 과정도 모두 생략되어있어 아쉽습니다. ",불만,고객만족도조사(설문),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1370,2021.6.11 0:00,후사진 찍을때 선대로 안하고 다리 더 벌리시라고 해서 좀 그랬습니다.똑같은데 해서 비교하는 줄 알았는데 그게 아니였나봅니다.,불만,고객만족도조사(설문),직원 기타,직원
1371,2021.6.11 0:00,"약처방시---
일주일넘어 병원방문을요할때 약처방전을주실때
꼼꼼하게 체크해서 
처방전을 주셨으면좋겠습니다
2회계속 10일후방문을희망했는데 
계속해서 7일처방전만나오고있어요",불만,고객만족도조사(설문),직원 기타,직원
1406,2021.6.10 0:00,이렇게 낮은 점수를 드린건 처음입니다. 시술중간중간 원장님께 처방전을 봐달라고 들어오기도하고 시술후 뒷처리 해주세요. 하고 원장님께서 나가셨는데 5분동안 아무도 오지않으시더군요. 찝찝하게 발라놓은것들제가 직접닦고 나올때까지도 안오셨으니 가만히 기다렸다면 몇분을 몸에발라놓은채 벗은몸으로 누워있어야했던걸까요? 울핏도 담당원장님이 변경되셨다면 미리 알려주셨으면 좋았을텐데 미리고지가없던점 아쉽습니다. 하지만 최혜정원장님 너무꼼꼼하세요.,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
1407,2021.6.10 0:00,대기시간이 짧았으면 합니다,불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
1408,2021.6.10 0:00,"6월2일에 카복시 받으면서 채중쟀었는데,
오늘 어플 체중기록보니 6월2일 잿엇던 몸무게가 안뜨더라구요… 확인한번 부탁드립니다.",불만,고객만족도조사(설문),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1409,2021.6.10 0:00,"저 람스 해주신 원장님께서 봐주실줄 알았는데 다른가봐요~^^
시술 후 첫 관리여서 원장선생님께서 조금 더 살펴봐주실거라 생각했는데  후다닥 끝나서 뭔가? 아쉬웠어요~

그렇지만 정수현 매니저님께서 자세히 살펴봐주고 물어봐주고, 알려주셔서 기분 좋은 후 관리였습니다
정말 친절하시고 센스있으신 정수현 매니저님 감사합니다~^^",불만,고객만족도조사(설문),직원 기타,직원
1410,2021.6.10 0:00,약만 타러가긴 간거지만... 원장실들어가서 20초? 만에 나온거 같네요.별 피드백없이 형식적으로만 대해주시는거 같아요,불만,고객만족도조사(설문),"상담 불만(내용부족, 강요등)",직원
1411,2021.6.10 0:00,예약을 하고 가도 대기가 너무 오래 걸려요 ㅜ 오늘도 30분 넘게 기다리고 시술 중간중간 대기하는 시간 너무 길엇습니다.,불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
1412,2021.6.10 0:00,"너무 안빠지는것 같아요,..힘들어여ㅠㅠ",불만,고객만족도조사(설문),"시술 후 결과 불만족,요요",시술
1413,2021.6.10 0:00,"처음 상담 너무 잘해주셔서 시술받고
다른곳 시술하고 싶어서 오늘 상담 받았는데
믿음이 전혀 안가는 상담이였어요
람스와 지흡 가격이 비슷한것도 이상하고...
제가 도리어 질문하고 답을 내렸네요
암튼 처음 상담이 정말 중요한데 더 많은 개선이 필요할듯 보입니다",불만,고객만족도조사(설문),"상담 불만(내용부족, 강요등)",직원
1414,2021.6.10 0:00,시술 담당선생님께서 질문에도 잘 답해주시고 친절하고 꼼꼼히 시술해주셔서 감사했습니다. 다만 시술할 때마다 시간이 들쑥날쑥해서 대체 뭐가 정규 시술시간인지 모르겠네요. 한 부위당 30분으로 알고있었는데 오늘은 팔 복부 허벅지 3부위 하고 메조주사까지 한부위 맞았는데도 1시간10분 걸렸더라구요. 지난번에 시술받았을때는 기계가 알아서 꺼질 때까지 해주셨는데 오늘은 한번도 안그랬어가지고 저번보다 시간이 확실히 짧다고 느꼈습니다. 값은 똑같은데 어느때는 정규 시간대로 받고 어느때는 더 조금 받는 것 같아서 속상한 마음이 있습니다ㅠㅠ. ,불만,고객만족도조사(설문),시술 기타,시술
1415,2021.6.10 0:00,"실밥 뽑을때 예약을 해야하는지
후관리는 안제 어케 받아야하는지 묻기전에 알아서 미리 알려줬으먼 ..",불만,성공기(온),"상담 불만(내용부족, 강요등)",직원
1430,2021.6.9 0:00,"오늘도 후관리 시술 편안히 잘 받았습니다.
날도 더워지고 짜증지수도 올라가는 계절인데
선생님들 모두 힘내세요.
저도 더욱 분발해야겠습니다.
참!! 탈의실에 머리빗 좀 놓아주세요.
미리 감사드립니다.",불만,고객만족도조사(설문),"시설 부족,불편(가운, 슬리퍼, 기타 용품등)",시설
1431,2021.6.9 0:00,다 좋은데 안내된 가격보다 실제 두배이상 차이가 나고 금요일에 수술후 월요일에 일상생활 가능하다 했는데 지금 상태로는 안될것 같아요...,불만,고객만족도조사(설문),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1432,2021.6.9 0:00,"동선이 많이 불편했어요.
1층 접수. 2층 탈의. 13층 사진 촬영 및 상담. 2층 옷갈아입고 3층 후관리 또다시 13층 피검사...
사진촬영하는데 시간 너무 걸려서 수술전 후관리도 다 못받고... 11시까지 오면 시간 충분하다 하셨는데 좀 불편했네요.",불만,고객만족도조사(설문),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1433,2021.6.9 0:00,친절하시고 다 좋은데요. 여지것 가슴 카복시를 1분씩 2부위를 한것 같은데 오늘은 30초씩 2부위를 한것 같아요. ,불만,고객만족도조사(설문),시술자 스킬부족,시술
1465,2021.6.8 0:00,"여태껏 체충을 받아오면서 이렇게 성의 없게 해주신 분은 처음인 거 같음... 거의 대부분 시술도 앉아서 설렁설렁하시고 (옆구리와 집중타 하실 때만 일어서서 하시더라고요...)
제입장에서는 비싸다면 비싼 시술인데  앞으로는 이분께 시술받고 싶지 않아요",불만,고객만족도조사(설문),시술자 스킬부족,시술
1466,2021.6.8 0:00,"지점에 바로 전화연결하고싶은데
자꾸 대표전화로 연결돼서 사유를 다 말해야되니
넘 불편합니다ㅠ",불만,성공기(온),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
1467,2021.6.8 0:00,체외충격파 조금 더 꼼꼼 하게 해주시면 좋을것같아용,불만,고객만족도조사(설문),시술자 스킬부족,시술
1468,2021.6.8 0:00,"원장님 못뵘/ 약처방을  다시 받고 싶은데 원장님 예약으로 재처방을 못받고 있습니다,,,",불만,고객만족도조사(설문),약처방,시스템
1469,2021.6.8 0:00,"오늘 관리 해 주시는 분이 불친절했어요. 다른분들이 너무 친절하셔서 그렇게 느낀 것도 있는것 같은데 오늘 관리 할 때 본인이 누군지도 말 안해주고 그냥 바로 후관리 들어가고. 말투며 표정이 기분 나쁜 일 있는데 억지로 목소리만 친절한 느낌이어서 기분이 좀 나빴네요. 아픔을 많이 드러내는 고객이 저만 있는 것도 아닐거고 카복시 할 때 안그래도 아파서 기분 좋지 않은데 다른걸로 대체 하려다 그냥 큰 맘 먹고 하겠다고 진행했는데 제가 먼저 안하겠다고 한 것도 아니고 아프다는 신음이나 표정만 지었는데도 딱딱한 목소리로 “그냥 안할게요. 고객님 너무 아파하셔서. 포기하는걸로 쳐드릴게요.” 이렇게 대응하시더라구요. 지난번 카복시 관리때는 도중에 그만하면 안되냐는 말 까지 했는데도 관리 해주시는 분이 용기주시고 잘 하고 있다 해서 여차여차 잘 끝냈는데. 이번엔 안한다는 말도 안했는데 그냥 본인 멋대로 판단하에 안할게요. 이러시더라구요. 그냥 옷 갈아입고 나오라길래 옆구리라도 다른거 대체로 받을 수 없냐고 하니까 해 주시긴 했는데 그거 말 안했으면 저 그냥 받을 수 있는것도 못받고 나올 뻔 했네요. 
그러면서 다 끝나고 나갈 때 “서비스 카복시 넣어드린거 안오시면 안돼요. 꼭 오셔야 해요.” 이러시고 쌩 나가셔서 내가 안온다는 것도 아니고 오늘 아파한거 눈치 주는건가 하고 기분이 나빴어요. 근데 관리 받으면서 옆에 다른 고객들도 카복시 중 아프다고 신음 내시는데 끝까지 진행 해주시더라구요?
저도 서비스 직에서 일 하는 사람이어서 웬만해선 항상 좋은 평 남기고 어딜 가서든 부풀리면서 얘기 하지도 않는 타입이구요, 기록 보시면 아시겠지만 칭찬 할 분은 매번 확실히 칭찬 해드린 타입인데 이번엔 집에 와서까지도 기분이 나빠서 남깁니다. 당시엔 제가 예민한건가 했는데 그게 아닌거 같아요. 
집이랑 멀리 떨어진 곳이라도 주변에서 친절하다고 해서 일부러 이 지점 다니는데 기분이 많이 그렇네요. 

그리고 경과 상담 매니저님은 친절하고 다 좋으시긴 했는데 제가 어려서인지 습관이신지, 중간중간에 아주 잠깐씩 반말을 하셨어요. 그래도 후관리에서 기분이 확 나빠서 이정도는 그냥 넘어 갈 수 있었습니다.",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
1484,2021.6.7 0:00,"간혹 해당 병원에서 수술하신 분들께서 수술결과가 너무 좋지않고, 재수술도 기재해둔 요건과 달라 고소 진행을 하신다는 분들이 많이 보였습니다. 설마설마했는데 제 수술 결과도 최악입니다.
그 큰돈을 들이고, 고통을 참고, 왕복 7~8시간이 걸리는 거리를 후관리까지 빠짐없이 했는데 어쩜 수술 전과 똑같을까요?
홍보 영상을 보고 믿었는데 과장광고가 아닐까 싶습니다.
수술 후 살이 굉장히 많이 찌지 않는 이상 비만세포 수를 줄였기때문에 수술 전 처럼 늘어나지 않을거라던 최형윤 원장님 말씀이 아직도 생생히 기억나네요. 몸무게도 수술 당일 무게보단 빠져있고 후관리도 빠짐없이 받았는데 왜 팔만 이렇게 말짱도루묵이 됐을까요?
조치 취해주시지 않으시면 저도 그 큰돈 내고 가만히는 못 있을것같습니다. 또한 재수술시에도 안내받은것, 기재해두신 요건 외에 추가로 요건을 말하신다면 그 또한 조치 취하겠습니다.",불만,홈페이지,"수술 후 효과 불만족(사이즈, 요요,체중등)",수술
1485,2021.6.7 0:00,"작년 9월경 팔뚝과 복부 지방흡입을 각각 다른 집도의께서 해주셨는데 복부는 별 문제 없지만 팔뚝은 수술전과 똑같습니다. 수술 후에도 몇cc 뺐는지 갈때마다 말씀 다르시기에 불안해서 후관리 한번도 빼놓지 않고 받았습니다. 우려했던 일이 그대로 나타났네요.
큰돈 들여가며 홍보만 믿고 일부러 멀어도 지방에서 왕복 7~8시간 걸려가며 수술도 후관리도 다 받았는데 이게 뭔가요.. 재수술 요망 합니다.
리터치 받으신 분들께서 상담시 무게 -3kg를 만들어가야 한다던데 그건 초고객보증제도에 대해 안내를 받을때도 설명 못들은 부분이며 어플내에서도 상담시 몸무게 유지시 라고 되어있지 몇키로를 빼야한다 라는 안내는 없네요. 재수술시 요건 제대로 알려주세요.",불만,홈페이지,"수술 후 효과 불만족(사이즈, 요요,체중등)",수술
1486,2021.6.7 0:00,"앞에 글을 썼는데 수정이 안돼서 다시 남깁니다.
거리 상관안하고 무조건 방문하라는 말씀 좀 그만하시고 수술당일 몸무게 유지시 라고 기재해둔 재수술 요건부터 제대로 안내 먼저 해 주신 후 예약을 잡든 말든 해주세요.
",불만,홈페이지,"수술 후 효과 불만족(사이즈, 요요,체중등)",수술
1488,2021.6.7 0:00,저번 시술 대기 시간에는 수건으로 주요 부위 가릴 수 있도록 해주셨는데 이번에는 그러지 않았네요. 샘들마다 조금씩 배려가 다른 것 같네요. ,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
